RUN	Timed1	timed1	1612367840249	 	3.5.0
USER	Timed1	START	1612367842012
REQUEST		GetToken	1612367842048	1612367842398	OK	 
REQUEST		GetToken Redirect 1	1612367842424	1612367842632	OK	 
REQUEST		AddToCart	1612367843745	1612367843752	OK	 
REQUEST		AddToCart Redirect 1	1612367843759	1612367843882	OK	 
REQUEST		PostTicket	1612367844890	1612367844896	OK	 
REQUEST		PostTicket Redirect 1	1612367844905	1612367845116	OK	 
REQUEST		PostEvent	1612367846132	1612367846140	OK	 
REQUEST		PostEvent Redirect 1	1612367846147	1612367846433	OK	 
REQUEST		CreateTimed	1612367847439	1612367847446	OK	 
REQUEST		CreateTimed Redirect 1	1612367847454	1612367847566	OK	 
REQUEST		BookingDetails	1612367848575	1612367848582	OK	 
REQUEST		BookingDetails Redirect 1	1612367848592	1612367848841	OK	 
USER	Timed1	END	1612367848852
